postcode,seifa_disadvantage_score,seifa_disadvantage_decile,seifa_advantage_disadvantage_score,seifa_advantage_disadvantage_decile,usual_resident_population
6507,1031.1317006,7.0,1009.3915267,7.0,530.0
6509,1057.1449301,9.0,1035.0133613,8.0,152.0
6510,943.64648575,2.0,918.0894492,2.0,1940.0
6511,969.58146305,4.0,934.15204999,3.0,480.0
6512,1058.4861426,9.0,1041.9809052,8.0,92.0
6513,1017.4241394,6.0,1005.2818807,7.0,162.0
6514,933.44648207,2.0,890.52816569,1.0,639.0
6515,1031.3684455,7.0,998.05461048,7.0,323.0
6516,989.52543051,5.0,950.25019174,4.0,1985.0
6517,1001.6993288,5.0,961.22966175,5.0,407.0
6518,937.00787314,2.0,933.90110688,3.0,209.0
6519,962.84437336,3.0,946.9849151,4.0,575.0
6521,1005.7734746,6.0,985.78179929,6.0,347.0
6522,1006.7974643,6.0,970.3559686,5.0,407.0
6525,966.22424609,3.0,930.84829273,3.0,3680.0
6528,983.94956699,4.0,958.03419235,4.0,378.0
6530,956.67183052,3.0,933.55358285,3.0,33378.0
6532,1027.6650837,7.0,995.13786791,6.0,6915.0
6535,930.59516864,2.0,911.31304393,2.0,1609.0
6536,968.74735101,4.0,924.71004272,3.0,1478.0
6537,967.50498127,4.0,939.91509413,3.0,995.0
6556,1035.0904094,7.0,995.71606633,6.0,1969.0
6558,1027.1664858,7.0,994.82508612,6.0,2613.0
6560,922.7942523,2.0,894.76094438,2.0,1372.0
6562,1000.8362375,5.0,965.54780448,5.0,1413.0
6564,947.53870837,3.0,905.0425639,2.0,330.0
6566,979.0409751,4.0,945.15474782,4.0,3296.0
6567,985.83306379,4.0,954.06713114,4.0,485.0
6568,1011.2533655,6.0,984.74212435,6.0,210.0
6569,1008.5329569,6.0,982.8882765,6.0,270.0
6571,1008.4118022,6.0,982.60505471,6.0,67.0
6572,1057.1449301,9.0,1035.0133613,8.0,61.0
6574,1104.5098181,10.0,1089.5837247,9.0,64.0
6575,1058.4861426,9.0,1041.9809052,8.0,101.0
6603,956.53096631,3.0,928.04909452,3.0,1110.0
6605,1023.5988679,7.0,998.51915402,7.0,41.0
6606,1023.5988679,7.0,998.51915402,7.0,133.0
6608,1067.1635474,9.0,1050.8336277,9.0,150.0
6609,1050.8667419,8.0,1009.4029306,7.0,852.0
6612,1035.3372232,7.0,1021.6398204,8.0,162.0
6613,1062.223622,9.0,1052.6425907,9.0,51.0
6614,1092.826104,10.0,1079.2257073,9.0,20.0
6616,1092.826104,10.0,1079.2257073,9.0,61.0
6620,1028.4794913,7.0,1005.0311019,7.0,518.0
6623,925.79918674,2.0,911.46350401,2.0,575.0
6625,1077.8188726,9.0,1068.7431609,9.0,57.0
6627,1077.8188726,9.0,1068.7431609,9.0,57.0
6628,1064.1047688,9.0,1069.0809388,9.0,23.0
6630,869.29568539,1.0,888.97525483,1.0,482.0
6631,880.03773725,1.0,899.08210243,2.0,13.0
6632,1064.1047688,9.0,1069.0809388,9.0,63.0
6635,888.23367539,1.0,872.63041089,1.0,379.0
6638,863.92270027,1.0,857.79715379,1.0,653.0
6639,954.44001979,3.0,905.77790604,2.0,109.0
6640,898.28597225,1.0,886.97246087,1.0,215.0
6642,847.66599882,1.0,871.34651099,1.0,1200.0
6646,772.56260052,1.0,820.84436659,1.0,535.0
6701,926.18418719,2.0,917.96713537,2.0,5259.0
6705,910.14715078,2.0,920.4422275,2.0,170.0
6707,1037.8114641,8.0,1001.8706333,7.0,3074.0
6710,1020.7024543,7.0,1001.8405636,7.0,940.0
6713,1093.90429,10.0,1084.6127047,9.0,1282.0
6714,1067.64538,9.0,1050.5392958,8.0,17657.0
6716,1007.2811685,6.0,954.88068772,4.0,1084.0
6718,737.1186403,1.0,787.27284685,1.0,977.0
6720,1047.1644334,8.0,1001.4679,7.0,2279.0
6721,1078.9740249,10.0,1070.8769402,9.0,4367.0
6722,987.90984677,5.0,971.22908784,5.0,11305.0
6725,950.05609165,3.0,973.4791477,5.0,11236.0
6726,984.22127777,4.0,1003.0141117,7.0,5730.0
6728,752.83009519,1.0,826.98039242,1.0,5365.0
6740,711.70725347,1.0,801.97223971,1.0,1477.0
6743,908.48005538,2.0,941.35306507,4.0,6455.0
6751,1033.0150113,7.0,986.90848576,6.0,4007.0
6753,997.92833728,5.0,976.75234307,5.0,6761.0
6754,1016.4604483,6.0,963.88838784,5.0,1324.0
6758,712.21125108,1.0,801.45129261,1.0,1159.0
6760,686.2637453,1.0,768.09270354,1.0,927.0
6762,586.40608146,1.0,790.56729418,1.0,657.0
6765,676.41086262,1.0,788.61085405,1.0,1678.0
6770,557.96026441,1.0,715.04276538,1.0,3149.0
6798,970.52767066,4.0,972.37433151,5.0,1692.0
6799,849.97474575,1.0,903.12646188,2.0,593.0
7000,1038.4559969,8.0,1062.3505476,9.0,15645.0
7004,1057.3043713,9.0,1073.6251901,9.0,7982.0
7005,1054.5967143,8.0,1080.1652317,9.0,13947.0
7007,1061.3755856,9.0,1071.920293,9.0,3387.0
7008,1029.5244545,7.0,1031.1876712,8.0,13210.0
7009,944.39344445,2.0,936.90484142,3.0,13898.0
7010,899.0334265,1.0,892.65885308,2.0,18372.0
7011,929.00933209,2.0,899.3515839,2.0,15742.0
7012,1022.6975546,7.0,971.76385612,5.0,838.0
7015,1033.7512904,7.0,1015.4353937,7.0,11290.0
7016,864.92941737,1.0,837.04804608,1.0,3171.0
7017,1047.8231037,8.0,999.66365827,7.0,6300.0
7018,1011.4828981,6.0,995.30948081,6.0,23450.0
7019,882.59646754,1.0,870.98920187,1.0,7744.0
7020,1078.6578522,10.0,1043.0074424,8.0,2665.0
7021,1070.2805494,9.0,1038.175196,8.0,2592.0
7022,1031.1118057,7.0,989.90894393,6.0,963.0
7023,1031.8828116,7.0,1003.4985211,7.0,383.0
7024,1100.1869575,10.0,1065.0909881,9.0,602.0
7025,1049.5247629,8.0,1020.0251164,7.0,1822.0
7026,1002.4479892,6.0,954.8098852,4.0,1158.0
7027,907.88194779,2.0,877.48699453,1.0,372.0
7030,870.87269649,1.0,848.90433072,1.0,19720.0
7050,1009.6777834,6.0,996.54320337,6.0,14593.0
7052,1061.3090864,9.0,1041.4923831,8.0,7688.0
7053,1076.4871013,9.0,1083.3277073,9.0,3637.0
7054,1056.5011644,8.0,1026.4131931,8.0,9609.0
7055,1019.0093274,6.0,973.36404199,5.0,540.0
7109,995.98584235,5.0,961.88901676,5.0,9872.0
7112,942.4588093,2.0,927.57041157,3.0,3496.0
7113,966.76358938,3.0,946.89957494,4.0,1301.0
7116,950.63217407,3.0,927.49609803,3.0,2490.0
7117,931.01998975,2.0,899.19670388,2.0,923.0
7119,883.5455402,1.0,864.57372564,1.0,47.0
7120,916.07395306,2.0,893.82785202,2.0,1892.0
7140,906.59438946,1.0,875.39585008,1.0,12069.0
7150,1025.9050095,7.0,998.94240406,7.0,3191.0
7155,1036.2173087,7.0,1013.4239623,7.0,943.0
7162,1066.4663071,9.0,1038.3551796,8.0,667.0
7163,1058.8720005,9.0,1025.4176892,8.0,397.0
7170,1090.4052662,10.0,1066.6974195,9.0,5734.0
7171,1001.4016213,5.0,957.32028656,4.0,3824.0
7172,983.60066038,4.0,939.76560529,3.0,4435.0
7173,989.79253123,5.0,943.08772639,4.0,7509.0
7174,1011.2581623,6.0,971.05573096,5.0,200.0
7175,1011.2576238,6.0,968.74814032,5.0,184.0
7176,1011.2581623,6.0,971.05573096,5.0,185.0
7177,965.0581896,3.0,930.7799709,3.0,449.0
7178,936.24391291,2.0,921.23298002,3.0,325.0
7179,972.94084504,4.0,953.48366011,4.0,422.0
7180,902.14747222,1.0,885.70067577,1.0,167.0
7182,933.95686144,2.0,876.14586636,1.0,247.0
7183,956.97991012,3.0,948.12248323,4.0,42.0
7184,876.60604792,1.0,864.96797373,1.0,909.0
7185,981.21183197,4.0,949.923718,4.0,139.0
7186,981.21183197,4.0,949.923718,4.0,196.0
7187,902.14747222,1.0,885.70067577,1.0,138.0
7190,935.77230604,2.0,909.56923621,2.0,3458.0
7209,944.52929152,2.0,914.08677753,2.0,414.0
7210,891.94970369,1.0,863.93612008,1.0,1076.0
7211,956.74469434,3.0,921.27320112,3.0,261.0
7212,1003.8719741,6.0,970.57326652,5.0,1778.0
7213,850.98854052,1.0,844.07648883,1.0,298.0
7214,820.04528383,1.0,821.02646116,1.0,630.0
7215,954.02132537,3.0,920.96982106,2.0,4066.0
7216,910.19494756,2.0,880.41326404,1.0,3563.0
7248,839.87856725,1.0,846.41491726,1.0,17177.0
7249,964.07684994,3.0,942.89303388,4.0,14056.0
7250,981.47154941,4.0,960.09546737,5.0,51133.0
7252,1033.2811277,7.0,989.81632564,6.0,2993.0
7253,812.26464069,1.0,807.17394086,1.0,5160.0
7254,969.74582175,4.0,928.32419645,3.0,562.0
7255,985.37138694,4.0,958.28168249,4.0,856.0
7256,992.78160379,5.0,955.03644267,4.0,1617.0
7257,662.28968485,1.0,791.6590244,1.0,64.0
7258,1084.5249521,10.0,1061.6694977,9.0,962.0
7259,990.90582107,5.0,948.41520876,4.0,505.0
7260,918.23943781,2.0,884.28782362,1.0,3334.0
7261,910.30263066,2.0,891.73245472,1.0,244.0
7262,976.89293591,4.0,937.43874196,3.0,1891.0
7263,928.79891526,2.0,902.41800918,2.0,632.0
7264,880.7723892,1.0,875.79468539,1.0,574.0
7265,888.2387387,1.0,879.41896296,1.0,233.0
7267,1012.7214165,6.0,964.87232947,5.0,805.0
7268,998.65184102,5.0,961.85268694,5.0,1133.0
7270,913.09897209,2.0,882.41212622,1.0,4370.0
7275,996.84997938,5.0,959.3679239,4.0,3366.0
7276,995.17082837,5.0,938.8888412,3.0,641.0
7277,1040.1571097,8.0,998.46133661,7.0,6524.0
7290,986.1430326,5.0,931.37451655,3.0,2429.0
7291,1020.576033,7.0,974.93092004,5.0,721.0
7292,1005.7384862,6.0,964.65164925,5.0,655.0
7300,1001.3636864,5.0,946.72543749,4.0,3933.0
7301,948.43420661,3.0,917.37417095,2.0,4717.0
7302,966.42262984,3.0,921.61015562,3.0,1753.0
7303,959.70743791,3.0,925.0691278,3.0,3031.0
7304,939.37725029,2.0,916.91756214,2.0,6265.0
7305,900.9016238,1.0,871.05557146,1.0,1265.0
7306,962.24780987,3.0,926.80519095,3.0,4276.0
7307,972.96799171,4.0,927.37612644,3.0,11849.0
7310,914.2125441,2.0,888.92728655,1.0,28635.0
7315,941.8380811,2.0,908.37785551,2.0,15635.0
7316,987.17468761,5.0,950.54083295,4.0,6285.0
7320,907.80990197,1.0,886.98643829,1.0,17138.0
7321,975.62654853,4.0,932.90931541,3.0,4968.0
7322,905.3907745,1.0,876.10083703,1.0,4067.0
7325,935.97788943,2.0,906.48472427,2.0,9015.0
7330,938.22957256,2.0,903.83186407,2.0,6731.0
7331,992.43996738,5.0,941.07402812,4.0,595.0
7466,965.33463763,3.0,914.40047924,2.0,32.0
7467,862.03671142,1.0,843.06658904,1.0,1808.0
7468,949.60744868,3.0,916.13409648,2.0,697.0
7469,820.38107198,1.0,810.18497142,1.0,772.0
7470,800.30022122,1.0,803.61594044,1.0,752.0
© Commonwealth of Australia 2023,1001.9226463,5.5,978.4700941450001,5.5,3571.0
